scope,cluster_id,cluster_size,medoid_candidate_rank,feature,mean_distance_to_cluster,mean_abs_correlation_to_cluster,min_abs_correlation_to_cluster,max_abs_correlation_to_cluster,missing_fraction,n_nonmissing,variance_after_imputation,algorithmic_medoid,selected_representative,is_algorithmic_medoid,is_selected_representative,members_json
final,1,9,1,AATS0Z,0.055995177021838316,0.9440048229781617,0.8345965617070924,0.9996801175647244,0.0,3156,745.3871462640765,AATS0Z,AATS0Z,True,True,"[""AATS0Z"", ""AATS0m"", ""AATS1Z"", ""AATS1m"", ""AMW"", ""IC0"", ""MIC0"", ""MZ"", ""Mm""]"
final,1,9,2,MZ,0.05601433058818839,0.9439856694118116,0.8370360877919635,0.9996920260010791,0.0,3156,0.024239209023722952,AATS0Z,AATS0Z,False,False,"[""AATS0Z"", ""AATS0m"", ""AATS1Z"", ""AATS1m"", ""AMW"", ""IC0"", ""MIC0"", ""MZ"", ""Mm""]"
final,1,9,3,AATS0m,0.05766904580374432,0.9423309541962557,0.8324335937518528,0.9996801175647244,0.0,3156,20776.440772743732,AATS0Z,AATS0Z,False,False,"[""AATS0Z"", ""AATS0m"", ""AATS1Z"", ""AATS1m"", ""AMW"", ""IC0"", ""MIC0"", ""MZ"", ""Mm""]"
final,1,9,4,Mm,0.05863975757624973,0.9413602424237503,0.8317096992409428,0.9999889174453481,0.0,3156,0.030255893588316575,AATS0Z,AATS0Z,False,False,"[""AATS0Z"", ""AATS0m"", ""AATS1Z"", ""AATS1m"", ""AMW"", ""IC0"", ""MIC0"", ""MZ"", ""Mm""]"
final,1,9,5,AMW,0.058820214571009055,0.941179785428991,0.8320460032914528,0.9999889174453481,0.0,3156,4.293835151557806,AATS0Z,AATS0Z,False,False,"[""AATS0Z"", ""AATS0m"", ""AATS1Z"", ""AATS1m"", ""AMW"", ""IC0"", ""MIC0"", ""MZ"", ""Mm""]"
final,1,9,6,AATS1m,0.0644901797139723,0.9355098202860277,0.8321977158716681,0.9995145395646793,0.0,3156,951.7365533032644,AATS0Z,AATS0Z,False,False,"[""AATS0Z"", ""AATS0m"", ""AATS1Z"", ""AATS1m"", ""AMW"", ""IC0"", ""MIC0"", ""MZ"", ""Mm""]"
final,1,9,7,AATS1Z,0.06541453920603779,0.9345854607939622,0.8365927577769628,0.9995145395646793,0.0,3156,49.53950345593068,AATS0Z,AATS0Z,False,False,"[""AATS0Z"", ""AATS0m"", ""AATS1Z"", ""AATS1m"", ""AMW"", ""IC0"", ""MIC0"", ""MZ"", ""Mm""]"
final,1,9,8,MIC0,0.11541127680246055,0.8845887231975395,0.8543329234655902,0.9278096170861939,0.0,3156,32.84428135258832,AATS0Z,AATS0Z,False,False,"[""AATS0Z"", ""AATS0m"", ""AATS1Z"", ""AATS1m"", ""AMW"", ""IC0"", ""MIC0"", ""MZ"", ""Mm""]"
final,1,9,9,IC0,0.15480598398642398,0.845194016013576,0.8317096992409428,0.9249397086766732,0.0,3156,0.04556018849650918,AATS0Z,AATS0Z,False,False,"[""AATS0Z"", ""AATS0m"", ""AATS1Z"", ""AATS1m"", ""AMW"", ""IC0"", ""MIC0"", ""MZ"", ""Mm""]"
final,2,9,1,Mare,0.026324348438609868,0.9736756515613901,0.9405863821724539,0.9972783004659178,0.0,3156,0.0013183292444498744,Mare,Mare,True,True,"[""AATS0are"", ""AATS0pe"", ""AATS0se"", ""AATS1are"", ""AATS1pe"", ""AATS1se"", ""Mare"", ""Mpe"", ""Mse""]"
final,2,9,2,AATS0pe,0.02891190491649631,0.9710880950835037,0.9208732823774715,0.9977551498242156,0.0,3156,0.28004506923648675,Mare,Mare,False,False,"[""AATS0are"", ""AATS0pe"", ""AATS0se"", ""AATS1are"", ""AATS1pe"", ""AATS1se"", ""Mare"", ""Mpe"", ""Mse""]"
final,2,9,3,AATS0are,0.030474650306558382,0.9695253496934416,0.9329674491768611,0.9972783004659178,0.0,3156,0.29935097237608294,Mare,Mare,False,False,"[""AATS0are"", ""AATS0pe"", ""AATS0se"", ""AATS1are"", ""AATS1pe"", ""AATS1se"", ""Mare"", ""Mpe"", ""Mse""]"
final,2,9,4,Mse,0.03128539279359277,0.9687146072064072,0.9136355489521578,0.9988431187918994,0.0,3156,0.0007498580158690372,Mare,Mare,False,False,"[""AATS0are"", ""AATS0pe"", ""AATS0se"", ""AATS1are"", ""AATS1pe"", ""AATS1se"", ""Mare"", ""Mpe"", ""Mse""]"
final,2,9,5,Mpe,0.03133976112971215,0.9686602388702878,0.9230625253765445,0.9977551498242156,0.0,3156,0.0012384191952247475,Mare,Mare,False,False,"[""AATS0are"", ""AATS0pe"", ""AATS0se"", ""AATS1are"", ""AATS1pe"", ""AATS1se"", ""Mare"", ""Mpe"", ""Mse""]"
final,2,9,6,AATS0se,0.03610573914174897,0.963894260858251,0.9050126959872241,0.9988431187918994,0.0,3156,0.23038279559712654,Mare,Mare,False,False,"[""AATS0are"", ""AATS0pe"", ""AATS0se"", ""AATS1are"", ""AATS1pe"", ""AATS1se"", ""Mare"", ""Mpe"", ""Mse""]"
final,2,9,7,AATS1pe,0.04487845424291481,0.9551215457570852,0.929206059654526,0.9899326248080489,0.0,3156,0.07559667305254757,Mare,Mare,False,False,"[""AATS0are"", ""AATS0pe"", ""AATS0se"", ""AATS1are"", ""AATS1pe"", ""AATS1se"", ""Mare"", ""Mpe"", ""Mse""]"
final,2,9,8,AATS1se,0.051050340880922196,0.9489496591190778,0.9331159479531634,0.9799106668898043,0.0,3156,0.06956977329110402,Mare,Mare,False,False,"[""AATS0are"", ""AATS0pe"", ""AATS0se"", ""AATS1are"", ""AATS1pe"", ""AATS1se"", ""Mare"", ""Mpe"", ""Mse""]"
final,2,9,9,AATS1are,0.06280007743853333,0.9371999225614667,0.9050126959872241,0.9899326248080489,0.0,3156,0.07815216206955568,Mare,Mare,False,False,"[""AATS0are"", ""AATS0pe"", ""AATS0se"", ""AATS1are"", ""AATS1pe"", ""AATS1se"", ""Mare"", ""Mpe"", ""Mse""]"
final,3,2,1,AATS1d,0.038194844077242496,0.9618051559227575,0.9618051559227575,0.9618051559227575,0.0,3156,0.289558807550957,AATS1d,AATS1d,True,True,"[""AATS0d"", ""AATS1d""]"
final,3,2,2,AATS0d,0.038194844077242496,0.9618051559227575,0.9618051559227575,0.9618051559227575,0.0,3156,0.18954257754593784,AATS1d,AATS1d,False,False,"[""AATS0d"", ""AATS1d""]"
final,4,2,1,AATS0dv,0.08854657025585289,0.9114534297441471,0.9114534297441471,0.9114534297441471,0.0,3156,6.848125678048939,AATS0dv,AATS0dv,True,True,"[""AATS0dv"", ""AATS1dv""]"
final,4,2,2,AATS1dv,0.08854657025585289,0.9114534297441471,0.9114534297441471,0.9114534297441471,0.0,3156,3.7200039785614223,AATS0dv,AATS0dv,False,False,"[""AATS0dv"", ""AATS1dv""]"
final,5,2,1,AATS0i,0.002161039387838848,0.9978389606121612,0.9978389606121612,0.9978389606121612,0.0,3156,36.003401948590444,AATS0i,AATS0i,True,True,"[""AATS0i"", ""Mi""]"
final,5,2,2,Mi,0.002161039387838848,0.9978389606121612,0.9978389606121612,0.9978389606121612,0.0,3156,0.0003520522259401463,AATS0i,AATS0i,False,False,"[""AATS0i"", ""Mi""]"
final,6,3,1,AATS0p,0.052845039814017,0.947154960185983,0.916772739779139,0.9775371805928269,0.0,3156,0.08762405257498634,AATS0p,AATS0p,True,True,"[""AATS0p"", ""AATS1p"", ""Mp""]"
final,6,3,2,Mp,0.0594895247142424,0.9405104752857576,0.9034837699786884,0.9775371805928269,0.0,3156,0.0025601373258550336,AATS0p,AATS0p,False,False,"[""AATS0p"", ""AATS1p"", ""Mp""]"
final,6,3,3,AATS1p,0.08987174512108631,0.9101282548789137,0.9034837699786884,0.916772739779139,0.0,3156,0.029799692283132975,AATS0p,AATS0p,False,False,"[""AATS0p"", ""AATS1p"", ""Mp""]"
final,7,3,1,AATS0v,0.026625176735787903,0.9733748232642121,0.9559424572908685,0.9908071892375558,0.0,3156,724.4839769243284,AATS0v,AATS0v,True,True,"[""AATS0v"", ""AATS1v"", ""Mv""]"
final,7,3,2,Mv,0.032474136133636144,0.9675258638663639,0.9442445384951719,0.9908071892375558,0.0,3156,0.0023816602477943955,AATS0v,AATS0v,False,False,"[""AATS0v"", ""AATS1v"", ""Mv""]"
final,7,3,3,AATS1v,0.04990650210697978,0.9500934978930202,0.9442445384951719,0.9559424572908685,0.0,3156,503.2293676081353,AATS0v,AATS0v,False,False,"[""AATS0v"", ""AATS1v"", ""Mv""]"
final,8,1,1,AATS1i,0.0,1.0,1.0,1.0,0.0,3156,15.986873711771741,AATS1i,AATS1i,True,True,"[""AATS1i""]"
final,9,2,1,AATSC0m,0.0010545332124207718,0.9989454667875792,0.9989454667875792,0.9989454667875792,0.0,3156,8385.102438544984,AATSC0m,AATSC0m,True,True,"[""AATSC0Z"", ""AATSC0m""]"
final,9,2,2,AATSC0Z,0.0010545332124207718,0.9989454667875792,0.9989454667875792,0.9989454667875792,0.0,3156,256.23370597719537,AATSC0m,AATSC0m,False,False,"[""AATSC0Z"", ""AATSC0m""]"
final,10,4,1,AATSC0pe,0.045130052360134676,0.9548699476398653,0.8915799694427713,0.9911490666207302,0.0,3156,0.00321683546072738,AATSC0pe,AATSC0pe,True,True,"[""AATSC0are"", ""AATSC0dv"", ""AATSC0pe"", ""AATSC0se""]"
final,10,4,2,AATSC0are,0.046543199806782454,0.9534568001932175,0.9166124597653696,0.9818808068560944,0.0,3156,0.0046819488294344595,AATSC0pe,AATSC0pe,False,False,"[""AATSC0are"", ""AATSC0dv"", ""AATSC0pe"", ""AATSC0se""]"
final,10,4,3,AATSC0se,0.058492040320076044,0.941507959679924,0.8714976784608528,0.9911490666207302,0.0,3156,0.0019763606292089297,AATSC0pe,AATSC0pe,False,False,"[""AATSC0are"", ""AATSC0dv"", ""AATSC0pe"", ""AATSC0se""]"
final,10,4,4,AATSC0dv,0.10676996411033546,0.8932300358896645,0.8714976784608528,0.9166124597653696,0.0,3156,0.7159278837243056,AATSC0pe,AATSC0pe,False,False,"[""AATSC0are"", ""AATSC0dv"", ""AATSC0pe"", ""AATSC0se""]"
final,11,2,1,AATSC0c,0.10041625870465576,0.8995837412953442,0.8995837412953442,0.8995837412953442,0.0,3156,8.597628843744684e-05,AATSC0c,AATSC0c,True,True,"[""AATSC0c"", ""AATSC1c""]"
final,11,2,2,AATSC1c,0.10041625870465576,0.8995837412953442,0.8995837412953442,0.8995837412953442,0.0,3156,4.370966673471253e-05,AATSC0c,AATSC0c,False,False,"[""AATSC0c"", ""AATSC1c""]"
final,12,1,1,AATSC0d,0.0,1.0,1.0,1.0,0.0,3156,0.021387926382484445,AATSC0d,AATSC0d,True,True,"[""AATSC0d""]"
final,13,1,1,AATSC0i,0.0,1.0,1.0,1.0,0.0,3156,0.2902320328983068,AATSC0i,AATSC0i,True,True,"[""AATSC0i""]"
final,14,1,1,AATSC0p,0.0,1.0,1.0,1.0,0.0,3156,0.011969954183595696,AATSC0p,AATSC0p,True,True,"[""AATSC0p""]"
final,15,1,1,AATSC0v,0.0,1.0,1.0,1.0,0.0,3156,17.173137067048827,AATSC0v,AATSC0v,True,True,"[""AATSC0v""]"
final,16,4,1,ATSC1Z,0.023277977731632205,0.9767220222683678,0.9649852270580147,0.9993028101846599,0.0,3156,1114.332785499796,ATSC1Z,ATSC1Z,True,True,"[""AATSC1Z"", ""AATSC1m"", ""ATSC1Z"", ""ATSC1m""]"
final,16,4,2,AATSC1m,0.02388353344198768,0.9761164665580123,0.9632909937420758,0.9991803763695322,0.0,3156,63.23169141873002,ATSC1Z,ATSC1Z,False,False,"[""AATSC1Z"", ""AATSC1m"", ""ATSC1Z"", ""ATSC1m""]"
final,16,4,3,AATSC1Z,0.024924377650648588,0.9750756223493514,0.961061263620507,0.9991803763695322,0.0,3156,2.4288198705392734,ATSC1Z,ATSC1Z,False,False,"[""AATSC1Z"", ""AATSC1m"", ""ATSC1Z"", ""ATSC1m""]"
final,16,4,4,ATSC1m,0.025448310817585806,0.9745516891824142,0.961061263620507,0.9993028101846599,0.0,3156,21496.156580519248,ATSC1Z,ATSC1Z,False,False,"[""AATSC1Z"", ""AATSC1m"", ""ATSC1Z"", ""ATSC1m""]"
final,17,4,1,AATSC1are,0.027276283288414693,0.9727237167115853,0.9615488473085373,0.9784383611821749,0.0,3156,0.0002785108085393932,AATSC1are,AATSC1are,True,True,"[""AATSC1are"", ""AATSC1pe"", ""ATSC1are"", ""ATSC1pe""]"
final,17,4,2,ATSC1pe,0.028009141101464796,0.9719908588985352,0.9615488473085373,0.9805304359351478,0.0,3156,0.18758092081925687,AATSC1are,AATSC1are,False,False,"[""AATSC1are"", ""AATSC1pe"", ""ATSC1are"", ""ATSC1pe""]"
final,17,4,3,AATSC1pe,0.029037270509980284,0.9709627294900197,0.9539193913527366,0.9805304359351478,0.0,3156,0.0002022906049208881,AATSC1are,AATSC1are,False,False,"[""AATSC1are"", ""AATSC1pe"", ""ATSC1are"", ""ATSC1pe""]"
final,17,4,4,ATSC1are,0.031334457850432984,0.968665542149567,0.9539193913527366,0.9781839416440438,0.0,3156,0.24547524758433834,AATSC1are,AATSC1are,False,False,"[""AATSC1are"", ""AATSC1pe"", ""ATSC1are"", ""ATSC1pe""]"
final,18,2,1,ATSC1d,0.12043664245169672,0.8795633575483033,0.8795633575483033,0.8795633575483033,0.0,3156,52.91491920977952,ATSC1d,ATSC1d,True,True,"[""AATSC1d"", ""ATSC1d""]"
final,18,2,2,AATSC1d,0.12043664245169672,0.8795633575483033,0.8795633575483033,0.8795633575483033,0.0,3156,0.018630525757196075,ATSC1d,ATSC1d,False,False,"[""AATSC1d"", ""ATSC1d""]"
final,19,2,1,ATSC1dv,0.19255006181633627,0.8074499381836637,0.8074499381836637,0.8074499381836637,0.0,3156,827.4609644376742,ATSC1dv,ATSC1dv,True,True,"[""AATSC1dv"", ""ATSC1dv""]"
final,19,2,2,AATSC1dv,0.19255006181633627,0.8074499381836637,0.8074499381836637,0.8074499381836637,0.0,3156,0.2820089714342105,ATSC1dv,ATSC1dv,False,False,"[""AATSC1dv"", ""ATSC1dv""]"
final,20,2,1,ATSC1i,0.04660079897818559,0.9533992010218144,0.9533992010218144,0.9533992010218144,0.0,3156,100.45457828289003,ATSC1i,ATSC1i,True,True,"[""AATSC1i"", ""ATSC1i""]"
final,20,2,2,AATSC1i,0.04660079897818559,0.9533992010218144,0.9533992010218144,0.9533992010218144,0.0,3156,0.07052974858074292,ATSC1i,ATSC1i,False,False,"[""AATSC1i"", ""ATSC1i""]"
final,21,4,1,AATSC1p,0.11836572701280079,0.8816342729871992,0.827373980508263,0.9745150161282753,0.0,3156,0.0007898623382976952,AATSC1p,AATSC1p,True,True,"[""AATSC1p"", ""AATSC1v"", ""ATSC1p"", ""ATSC1v""]"
final,21,4,2,AATSC1v,0.12169498208351426,0.8783050179164857,0.8167380707691368,0.9751631606552613,0.0,3156,8.256695528565459,AATSC1p,AATSC1p,False,False,"[""AATSC1p"", ""AATSC1v"", ""ATSC1p"", ""ATSC1v""]"
final,21,4,3,ATSC1v,0.12261524442031302,0.877384755579687,0.827373980508263,0.9751631606552613,0.0,3156,12465.253431031513,AATSC1p,AATSC1p,False,False,"[""AATSC1p"", ""AATSC1v"", ""ATSC1p"", ""ATSC1v""]"
final,21,4,4,ATSC1p,0.1263765958423505,0.8736234041576495,0.8167380707691368,0.9745150161282753,0.0,3156,0.9382873217030805,AATSC1p,AATSC1p,False,False,"[""AATSC1p"", ""AATSC1v"", ""ATSC1p"", ""ATSC1v""]"
final,22,2,1,ATSC1se,0.028330549407994954,0.971669450592005,0.971669450592005,0.971669450592005,0.0,3156,0.09481180154004047,ATSC1se,ATSC1se,True,True,"[""AATSC1se"", ""ATSC1se""]"
final,22,2,2,AATSC1se,0.028330549407994954,0.971669450592005,0.971669450592005,0.971669450592005,0.0,3156,0.00011165212133711845,ATSC1se,ATSC1se,False,False,"[""AATSC1se"", ""ATSC1se""]"
final,23,5,1,ATSC0m,0.06456863535545287,0.9354313646445471,0.8423311496924981,0.9987397427761825,0.0,3156,6634694.213597341,ATSC0m,ATSC0m,True,True,"[""ATS0Z"", ""ATS0m"", ""ATSC0Z"", ""ATSC0m"", ""ATSC0p""]"
final,23,5,2,ATSC0Z,0.0676435563323261,0.9323564436676739,0.8354270692494608,0.9987397427761825,0.0,3156,198509.823268469,ATSC0m,ATSC0m,False,False,"[""ATS0Z"", ""ATS0m"", ""ATSC0Z"", ""ATSC0m"", ""ATSC0p""]"
final,23,5,3,ATS0Z,0.07007861745057886,0.9299213825494211,0.8224426859829364,0.9987177723092675,0.0,3156,422368.86368371506,ATSC0m,ATSC0m,False,False,"[""ATS0Z"", ""ATS0m"", ""ATSC0Z"", ""ATSC0m"", ""ATSC0p""]"
final,23,5,4,ATS0m,0.07568107222502052,0.9243189277749795,0.8011694819415707,0.9987177723092675,0.0,3156,11695053.281403301,ATSC0m,ATSC0m,False,False,"[""ATS0Z"", ""ATS0m"", ""ATSC0Z"", ""ATSC0m"", ""ATSC0p""]"
final,23,5,5,ATSC0p,0.17465740328338353,0.8253425967166165,0.8011694819415707,0.8423311496924981,0.0,3156,21.66027286803741,ATSC0m,ATSC0m,False,False,"[""ATS0Z"", ""ATS0m"", ""ATSC0Z"", ""ATSC0m"", ""ATSC0p""]"
final,24,48,1,Sv,0.028685883852493932,0.9713141161475061,0.9013073804479234,0.9952549806772302,0.0,3156,77.0368044358526,Sv,Sv,True,True,"[""ATS0are"", ""ATS0i"", ""ATS0p"", ""ATS0pe"", ""ATS0se"", ""ATS0v"", ""ATS1are"", ""ATS1i"", ""ATS1pe"", ""ATS1se"", ""ATS7d"", ""ATS7p"", ""ATS7v"", ""ATS8are"", ""ATS8d"", ""ATS8i"", ""ATS8p"", ""ATS8pe"", ""ATS8se"", ""ATS8v"", ""ATSC0i"", ""ATSC0v"", ""ECIndex"", ""LabuteASA"", ""SMR"", ""Sare"", ""Si"", ""Sp"", ""Spe"", ""Sse"", ""Sv"", ""TIC0"", ""TIC1"", ""TIC2"", ""TIC3"", ""TIC4"", ""TIC5"", ""VMcGowan"", ""WPath"", ""Xp-1d"", ""Xp-1dv"", ""ZMIC0"", ""apol"", ""bpol"", ""mZagreb2"", ""nAtom"", ""nBonds"", ""nHeavyAtom""]"
final,24,48,2,ATS1pe,0.03148194010890926,0.9685180598910907,0.8981350559395295,0.9999251750656057,0.0,3156,9928.468249370435,Sv,Sv,False,False,"[""ATS0are"", ""ATS0i"", ""ATS0p"", ""ATS0pe"", ""ATS0se"", ""ATS0v"", ""ATS1are"", ""ATS1i"", ""ATS1pe"", ""ATS1se"", ""ATS7d"", ""ATS7p"", ""ATS7v"", ""ATS8are"", ""ATS8d"", ""ATS8i"", ""ATS8p"", ""ATS8pe"", ""ATS8se"", ""ATS8v"", ""ATSC0i"", ""ATSC0v"", ""ECIndex"", ""LabuteASA"", ""SMR"", ""Sare"", ""Si"", ""Sp"", ""Spe"", ""Sse"", ""Sv"", ""TIC0"", ""TIC1"", ""TIC2"", ""TIC3"", ""TIC4"", ""TIC5"", ""VMcGowan"", ""WPath"", ""Xp-1d"", ""Xp-1dv"", ""ZMIC0"", ""apol"", ""bpol"", ""mZagreb2"", ""nAtom"", ""nBonds"", ""nHeavyAtom""]"
final,24,48,3,Sp,0.03160108780751991,0.9683989121924801,0.8881795911810508,0.9999999817718007,0.0,3156,88.8649664470217,Sv,Sv,False,False,"[""ATS0are"", ""ATS0i"", ""ATS0p"", ""ATS0pe"", ""ATS0se"", ""ATS0v"", ""ATS1are"", ""ATS1i"", ""ATS1pe"", ""ATS1se"", ""ATS7d"", ""ATS7p"", ""ATS7v"", ""ATS8are"", ""ATS8d"", ""ATS8i"", ""ATS8p"", ""ATS8pe"", ""ATS8se"", ""ATS8v"", ""ATSC0i"", ""ATSC0v"", ""ECIndex"", ""LabuteASA"", ""SMR"", ""Sare"", ""Si"", ""Sp"", ""Spe"", ""Sse"", ""Sv"", ""TIC0"", ""TIC1"", ""TIC2"", ""TIC3"", ""TIC4"", ""TIC5"", ""VMcGowan"", ""WPath"", ""Xp-1d"", ""Xp-1dv"", ""ZMIC0"", ""apol"", ""bpol"", ""mZagreb2"", ""nAtom"", ""nBonds"", ""nHeavyAtom""]"
final,24,48,4,apol,0.03160124236455708,0.9683987576354429,0.888179482207317,0.9999999817718007,0.0,3156,247.83550492409876,Sv,Sv,False,False,"[""ATS0are"", ""ATS0i"", ""ATS0p"", ""ATS0pe"", ""ATS0se"", ""ATS0v"", ""ATS1are"", ""ATS1i"", ""ATS1pe"", ""ATS1se"", ""ATS7d"", ""ATS7p"", ""ATS7v"", ""ATS8are"", ""ATS8d"", ""ATS8i"", ""ATS8p"", ""ATS8pe"", ""ATS8se"", ""ATS8v"", ""ATSC0i"", ""ATSC0v"", ""ECIndex"", ""LabuteASA"", ""SMR"", ""Sare"", ""Si"", ""Sp"", ""Spe"", ""Sse"", ""Sv"", ""TIC0"", ""TIC1"", ""TIC2"", ""TIC3"", ""TIC4"", ""TIC5"", ""VMcGowan"", ""WPath"", ""Xp-1d"", ""Xp-1dv"", ""ZMIC0"", ""apol"", ""bpol"", ""mZagreb2"", ""nAtom"", ""nBonds"", ""nHeavyAtom""]"
final,24,48,5,ATS1are,0.032054977277597096,0.9679450227224029,0.898645593165366,0.9999251750656057,0.0,3156,9492.865706920127,Sv,Sv,False,False,"[""ATS0are"", ""ATS0i"", ""ATS0p"", ""ATS0pe"", ""ATS0se"", ""ATS0v"", ""ATS1are"", ""ATS1i"", ""ATS1pe"", ""ATS1se"", ""ATS7d"", ""ATS7p"", ""ATS7v"", ""ATS8are"", ""ATS8d"", ""ATS8i"", ""ATS8p"", ""ATS8pe"", ""ATS8se"", ""ATS8v"", ""ATSC0i"", ""ATSC0v"", ""ECIndex"", ""LabuteASA"", ""SMR"", ""Sare"", ""Si"", ""Sp"", ""Spe"", ""Sse"", ""Sv"", ""TIC0"", ""TIC1"", ""TIC2"", ""TIC3"", ""TIC4"", ""TIC5"", ""VMcGowan"", ""WPath"", ""Xp-1d"", ""Xp-1dv"", ""ZMIC0"", ""apol"", ""bpol"", ""mZagreb2"", ""nAtom"", ""nBonds"", ""nHeavyAtom""]"
final,24,48,6,ATS1se,0.03223179224519035,0.9677682077548097,0.8933557176325916,0.999700435049791,0.0,3156,14319.130651410636,Sv,Sv,False,False,"[""ATS0are"", ""ATS0i"", ""ATS0p"", ""ATS0pe"", ""ATS0se"", ""ATS0v"", ""ATS1are"", ""ATS1i"", ""ATS1pe"", ""ATS1se"", ""ATS7d"", ""ATS7p"", ""ATS7v"", ""ATS8are"", ""ATS8d"", ""ATS8i"", ""ATS8p"", ""ATS8pe"", ""ATS8se"", ""ATS8v"", ""ATSC0i"", ""ATSC0v"", ""ECIndex"", ""LabuteASA"", ""SMR"", ""Sare"", ""Si"", ""Sp"", ""Spe"", ""Sse"", ""Sv"", ""TIC0"", ""TIC1"", ""TIC2"", ""TIC3"", ""TIC4"", ""TIC5"", ""VMcGowan"", ""WPath"", ""Xp-1d"", ""Xp-1dv"", ""ZMIC0"", ""apol"", ""bpol"", ""mZagreb2"", ""nAtom"", ""nBonds"", ""nHeavyAtom""]"
final,24,48,7,Spe,0.03232453667875734,0.9676754633212427,0.8940519528673173,0.9999552348803482,0.0,3156,195.89801486027176,Sv,Sv,False,False,"[""ATS0are"", ""ATS0i"", ""ATS0p"", ""ATS0pe"", ""ATS0se"", ""ATS0v"", ""ATS1are"", ""ATS1i"", ""ATS1pe"", ""ATS1se"", ""ATS7d"", ""ATS7p"", ""ATS7v"", ""ATS8are"", ""ATS8d"", ""ATS8i"", ""ATS8p"", ""ATS8pe"", ""ATS8se"", ""ATS8v"", ""ATSC0i"", ""ATSC0v"", ""ECIndex"", ""LabuteASA"", ""SMR"", ""Sare"", ""Si"", ""Sp"", ""Spe"", ""Sse"", ""Sv"", ""TIC0"", ""TIC1"", ""TIC2"", ""TIC3"", ""TIC4"", ""TIC5"", ""VMcGowan"", ""WPath"", ""Xp-1d"", ""Xp-1dv"", ""ZMIC0"", ""apol"", ""bpol"", ""mZagreb2"", ""nAtom"", ""nBonds"", ""nHeavyAtom""]"
final,24,48,8,ATS0se,0.032600806124159165,0.9673991938758408,0.8983901048860241,0.9986026769349292,0.0,3156,12332.304310127465,Sv,Sv,False,False,"[""ATS0are"", ""ATS0i"", ""ATS0p"", ""ATS0pe"", ""ATS0se"", ""ATS0v"", ""ATS1are"", ""ATS1i"", ""ATS1pe"", ""ATS1se"", ""ATS7d"", ""ATS7p"", ""ATS7v"", ""ATS8are"", ""ATS8d"", ""ATS8i"", ""ATS8p"", ""ATS8pe"", ""ATS8se"", ""ATS8v"", ""ATSC0i"", ""ATSC0v"", ""ECIndex"", ""LabuteASA"", ""SMR"", ""Sare"", ""Si"", ""Sp"", ""Spe"", ""Sse"", ""Sv"", ""TIC0"", ""TIC1"", ""TIC2"", ""TIC3"", ""TIC4"", ""TIC5"", ""VMcGowan"", ""WPath"", ""Xp-1d"", ""Xp-1dv"", ""ZMIC0"", ""apol"", ""bpol"", ""mZagreb2"", ""nAtom"", ""nBonds"", ""nHeavyAtom""]"
final,24,48,9,Sare,0.03267781304515993,0.9673221869548401,0.8946388298958988,0.9999552348803482,0.0,3156,201.83357883315583,Sv,Sv,False,False,"[""ATS0are"", ""ATS0i"", ""ATS0p"", ""ATS0pe"", ""ATS0se"", ""ATS0v"", ""ATS1are"", ""ATS1i"", ""ATS1pe"", ""ATS1se"", ""ATS7d"", ""ATS7p"", ""ATS7v"", ""ATS8are"", ""ATS8d"", ""ATS8i"", ""ATS8p"", ""ATS8pe"", ""ATS8se"", ""ATS8v"", ""ATSC0i"", ""ATSC0v"", ""ECIndex"", ""LabuteASA"", ""SMR"", ""Sare"", ""Si"", ""Sp"", ""Spe"", ""Sse"", ""Sv"", ""TIC0"", ""TIC1"", ""TIC2"", ""TIC3"", ""TIC4"", ""TIC5"", ""VMcGowan"", ""WPath"", ""Xp-1d"", ""Xp-1dv"", ""ZMIC0"", ""apol"", ""bpol"", ""mZagreb2"", ""nAtom"", ""nBonds"", ""nHeavyAtom""]"
final,24,48,10,ATS0pe,0.03287855281166929,0.9671214471883307,0.9088751846109646,0.9997606299622837,0.0,3156,7993.2416347248745,Sv,Sv,False,False,"[""ATS0are"", ""ATS0i"", ""ATS0p"", ""ATS0pe"", ""ATS0se"", ""ATS0v"", ""ATS1are"", ""ATS1i"", ""ATS1pe"", ""ATS1se"", ""ATS7d"", ""ATS7p"", ""ATS7v"", ""ATS8are"", ""ATS8d"", ""ATS8i"", ""ATS8p"", ""ATS8pe"", ""ATS8se"", ""ATS8v"", ""ATSC0i"", ""ATSC0v"", ""ECIndex"", ""LabuteASA"", ""SMR"", ""Sare"", ""Si"", ""Sp"", ""Spe"", ""Sse"", ""Sv"", ""TIC0"", ""TIC1"", ""TIC2"", ""TIC3"", ""TIC4"", ""TIC5"", ""VMcGowan"", ""WPath"", ""Xp-1d"", ""Xp-1dv"", ""ZMIC0"", ""apol"", ""bpol"", ""mZagreb2"", ""nAtom"", ""nBonds"", ""nHeavyAtom""]"
